topic,sentiment,date,month,count
User Interface and Functionality,negative,2022-03-03 01:15:39,2022-03-01,1
User Interface and Functionality,negative,2022-03-10 22:32:16,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-10 22:32:16,2022-03-01,1
User Interface and Functionality,negative,2022-03-15 05:48:14,2022-03-01,1
Algorithm and Content Curation,neutral,2022-03-15 05:48:14,2022-03-01,1
User Interface and Functionality,neutral,2022-03-15 05:48:14,2022-03-01,1
User Interface and Functionality,negative,2022-03-11 17:23:02,2022-03-01,1
User Interface and Functionality,negative,2022-03-11 17:23:02,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-22 01:51:51,2022-03-01,1
Community and Content,negative,2022-03-22 01:51:51,2022-03-01,1
Account Management,negative,2022-03-22 01:51:51,2022-03-01,1
User Interface and Functionality,positive,2022-03-22 17:55:54,2022-03-01,1
Advertising and Monetization,positive,2022-03-22 17:55:54,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-29 12:29:01,2022-03-01,1
User Interface and Functionality,negative,2022-03-11 04:14:15,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-11 04:14:15,2022-03-01,1
User Interface and Functionality,positive,2022-03-11 04:14:15,2022-03-01,1
User Interface and Functionality,negative,2022-03-07 21:12:14,2022-03-01,1
User Interface and Functionality,neutral,2022-03-08 18:59:11,2022-03-01,1
Platform Policies and Guidelines,negative,2022-03-08 18:59:11,2022-03-01,1
User Interface and Functionality,negative,2022-03-08 18:59:11,2022-03-01,1
User Interface and Functionality,negative,2022-03-11 05:16:31,2022-03-01,1
Leadership and Decision Making,negative,2022-03-11 05:16:31,2022-03-01,1
User Interface and Functionality,negative,2022-03-03 02:29:22,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-17 17:25:00,2022-03-01,1
Notifications and Alerts,negative,2022-03-09 14:50:50,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-08 16:38:11,2022-03-01,1
Account Management,negative,2022-03-08 16:38:11,2022-03-01,1
Mental Health and User Impact,negative,2022-03-08 16:38:11,2022-03-01,1
User Interface and Functionality,positive,2022-03-23 23:29:18,2022-03-01,1
User Interface and Functionality,positive,2022-03-23 23:29:18,2022-03-01,1
User Interface and Functionality,positive,2022-03-23 23:29:18,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-13 17:52:26,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-13 17:52:26,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-13 17:52:26,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-13 19:07:16,2022-03-01,1
User Interface and Functionality,negative,2022-03-13 19:07:16,2022-03-01,1
User Interface and Functionality,neutral,2022-03-11 15:30:02,2022-03-01,1
Community and Content,neutral,2022-03-11 15:30:02,2022-03-01,1
User Interface and Functionality,positive,2022-03-13 12:37:41,2022-03-01,1
Platform Policies and Guidelines,neutral,2022-03-13 12:37:41,2022-03-01,1
Account Management,negative,2022-03-13 12:37:41,2022-03-01,1
Social Networking and Engagement,neutral,2022-03-08 06:16:43,2022-03-01,1
User Interface and Functionality,positive,2022-03-08 06:16:43,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-10 23:51:43,2022-03-01,1
Advertising and Monetization,negative,2022-03-10 23:51:43,2022-03-01,1
Leadership and Decision Making,negative,2022-03-10 23:51:43,2022-03-01,1
User Interface and Functionality,negative,2022-03-15 14:04:25,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-15 14:04:25,2022-03-01,1
User Interface and Functionality,positive,2022-03-29 13:38:37,2022-03-01,1
User Interface and Functionality,neutral,2022-03-29 13:38:37,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 00:01:28,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 00:01:28,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 23:07:42,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 23:07:42,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-27 02:52:50,2022-03-01,1
Freedom of Speech and Expression,negative,2022-03-27 02:52:50,2022-03-01,1
Mental Health and User Impact,negative,2022-03-14 16:10:04,2022-03-01,1
User Interface and Functionality,negative,2022-03-14 01:26:18,2022-03-01,1
User Interface and Functionality,positive,2022-03-04 15:22:34,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-12 14:12:59,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 14:12:59,2022-03-01,1
Customer Service,negative,2022-03-12 14:12:59,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 23:53:23,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 23:53:23,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 23:53:23,2022-03-01,1
Mental Health and User Impact,negative,2022-03-13 15:50:32,2022-03-01,1
Notifications and Alerts,negative,2022-03-13 15:50:32,2022-03-01,1
App Updates and Changes,positive,2022-03-21 11:32:35,2022-03-01,1
Social Networking and Engagement,positive,2022-03-21 11:32:35,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-30 08:07:19,2022-03-01,1
User Interface and Functionality,negative,2022-03-01 00:22:37,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 23:07:15,2022-03-01,1
Notifications and Alerts,negative,2022-03-29 07:29:25,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-29 17:09:50,2022-03-01,1
Platform Policies and Guidelines,positive,2022-03-29 17:09:50,2022-03-01,1
User Interface and Functionality,negative,2022-03-15 22:20:32,2022-03-01,1
Customer Service,negative,2022-03-15 22:20:32,2022-03-01,1
User Interface and Functionality,negative,2022-03-15 22:20:32,2022-03-01,1
User Interface and Functionality,positive,2022-03-16 21:59:15,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-17 12:13:23,2022-03-01,1
Platform Policies and Guidelines,negative,2022-03-17 12:13:23,2022-03-01,1
Account Management,negative,2022-03-17 12:13:23,2022-03-01,1
User Interface and Functionality,negative,2022-03-02 21:07:59,2022-03-01,1
Customer Service,negative,2022-03-02 21:07:59,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-14 08:22:45,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-14 08:22:45,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-13 14:41:16,2022-03-01,1
App Updates and Changes,negative,2022-03-13 14:41:16,2022-03-01,1
Leadership and Decision Making,neutral,2022-03-13 14:41:16,2022-03-01,1
App Updates and Changes,negative,2022-03-29 21:08:02,2022-03-01,1
User Interface and Functionality,negative,2022-03-29 21:08:02,2022-03-01,1
User Interface and Functionality,neutral,2022-03-29 21:08:02,2022-03-01,1
User Interface and Functionality,negative,2022-03-14 04:47:50,2022-03-01,1
User Interface and Functionality,negative,2022-03-14 04:47:50,2022-03-01,1
User Interface and Functionality,negative,2022-03-14 04:47:50,2022-03-01,1
Account Management,negative,2022-03-05 10:23:48,2022-03-01,1
User Interface and Functionality,negative,2022-03-05 10:23:48,2022-03-01,1
Social Networking and Engagement,negative,2022-03-14 18:12:34,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-14 18:12:34,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-14 18:12:34,2022-03-01,1
User Interface and Functionality,negative,2022-03-10 06:13:53,2022-03-01,1
User Interface and Functionality,positive,2022-03-10 20:37:51,2022-03-01,1
User Interface and Functionality,positive,2022-03-10 20:37:51,2022-03-01,1
Social Networking and Engagement,positive,2022-03-10 20:37:51,2022-03-01,1
Notifications and Alerts,neutral,2022-03-27 19:43:28,2022-03-01,1
User Interface and Functionality,neutral,2022-03-27 19:43:28,2022-03-01,1
User Interface and Functionality,negative,2022-03-13 17:08:35,2022-03-01,1
User Interface and Functionality,negative,2022-03-10 23:42:43,2022-03-01,1
Account Management,negative,2022-03-10 23:42:43,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-10 23:42:43,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-06 04:24:55,2022-03-01,1
Platform Policies and Guidelines,negative,2022-03-06 04:24:55,2022-03-01,1
User Interface and Functionality,negative,2022-03-06 04:24:55,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 16:04:24,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-12 16:04:24,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 16:04:24,2022-03-01,1
User Interface and Functionality,negative,2022-03-24 13:45:34,2022-03-01,1
Account Management,negative,2022-03-12 14:41:31,2022-03-01,1
Account Management,negative,2022-03-12 14:41:31,2022-03-01,1
Customer Service,negative,2022-03-12 14:41:31,2022-03-01,1
News and Information Sharing,positive,2022-03-08 13:41:57,2022-03-01,1
Advertising and Monetization,positive,2022-03-08 13:41:57,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-28 20:12:25,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-10 21:45:22,2022-03-01,1
App Updates and Changes,negative,2022-04-03 00:28:07,2022-04-01,1
User Interface and Functionality,negative,2022-04-03 00:28:07,2022-04-01,1
Content Moderation and Censorship,positive,2022-04-19 12:43:14,2022-04-01,1
Platform Policies and Guidelines,negative,2022-04-19 12:43:14,2022-04-01,1
Social Networking and Engagement,positive,2022-04-09 09:32:19,2022-04-01,1
Social Networking and Engagement,positive,2022-04-09 09:32:19,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-09 09:32:19,2022-04-01,1
App Updates and Changes,positive,2022-04-28 04:22:11,2022-04-01,1
User Interface and Functionality,positive,2022-04-28 04:22:11,2022-04-01,1
User Interface and Functionality,positive,2022-04-08 05:18:01,2022-04-01,1
User Interface and Functionality,positive,2022-04-08 05:18:01,2022-04-01,1
App Updates and Changes,positive,2022-04-08 05:18:01,2022-04-01,1
Leadership and Decision Making,positive,2022-04-28 20:25:14,2022-04-01,1
Notifications and Alerts,negative,2022-04-10 11:25:29,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-15 03:19:51,2022-04-01,1
User Interface and Functionality,negative,2022-04-01 07:47:10,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-28 15:37:59,2022-04-01,1
User Interface and Functionality,negative,2022-04-28 15:37:59,2022-04-01,1
Leadership and Decision Making,negative,2022-04-28 15:37:59,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-28 01:24:23,2022-04-01,1
Account Management,negative,2022-04-25 00:23:00,2022-04-01,1
Algorithm and Content Curation,negative,2022-04-25 13:43:40,2022-04-01,1
Algorithm and Content Curation,negative,2022-04-25 13:43:40,2022-04-01,1
Account Management,negative,2022-04-13 19:28:43,2022-04-01,1
Customer Service,negative,2022-04-13 19:28:43,2022-04-01,1
Customer Service,negative,2022-04-13 19:28:43,2022-04-01,1
Notifications and Alerts,negative,2022-04-20 04:02:23,2022-04-01,1
User Interface and Functionality,negative,2022-04-20 04:02:23,2022-04-01,1
Advertising and Monetization,negative,2022-04-20 04:02:23,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-17 00:04:05,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-17 00:04:05,2022-04-01,1
Notifications and Alerts,negative,2022-04-05 13:32:12,2022-04-01,1
Notifications and Alerts,negative,2022-04-05 13:32:12,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-16 22:25:44,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-26 20:40:55,2022-04-01,1
Freedom of Speech and Expression,negative,2022-04-26 20:40:55,2022-04-01,1
Algorithm and Content Curation,negative,2022-04-05 15:30:14,2022-04-01,1
User Interface and Functionality,negative,2022-04-05 15:30:14,2022-04-01,1
User Interface and Functionality,negative,2022-04-14 09:30:55,2022-04-01,1
User Interface and Functionality,positive,2022-04-14 09:30:55,2022-04-01,1
Account Management,positive,2022-04-16 20:47:54,2022-04-01,1
User Interface and Functionality,negative,2022-04-16 00:48:27,2022-04-01,1
User Interface and Functionality,negative,2022-04-16 00:48:27,2022-04-01,1
Account Management,negative,2022-04-10 01:52:15,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-10 01:52:15,2022-04-01,1
User Interface and Functionality,negative,2022-04-10 01:52:15,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-30 19:38:11,2022-04-01,1
Content Moderation and Censorship,positive,2022-04-30 19:38:11,2022-04-01,1
Leadership and Decision Making,positive,2022-04-30 19:38:11,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-06 19:23:53,2022-04-01,1
Social Networking and Engagement,positive,2022-04-01 15:53:33,2022-04-01,1
User Interface and Functionality,positive,2022-04-01 15:53:33,2022-04-01,1
User Interface and Functionality,negative,2022-04-23 14:44:09,2022-04-01,1
User Interface and Functionality,negative,2022-04-23 14:44:09,2022-04-01,1
User Interface and Functionality,negative,2022-04-23 14:44:09,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-28 04:18:25,2022-04-01,1
Community and Content,neutral,2022-04-28 04:18:25,2022-04-01,1
News and Information Sharing,neutral,2022-04-28 04:18:25,2022-04-01,1
Content Moderation and Censorship,positive,2022-04-21 07:11:34,2022-04-01,1
User Interface and Functionality,positive,2022-04-21 07:11:34,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-26 15:08:18,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-26 15:08:18,2022-04-01,1
Algorithm and Content Curation,positive,2022-04-16 18:40:39,2022-04-01,1
Misinformation and Fake Accounts,positive,2022-04-16 18:40:39,2022-04-01,1
Leadership and Decision Making,negative,2022-04-16 18:40:39,2022-04-01,1
Content Moderation and Censorship,positive,2022-04-28 11:36:36,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-28 11:36:36,2022-04-01,1
Content Moderation and Censorship,neutral,2022-04-28 11:36:36,2022-04-01,1
Content Moderation and Censorship,positive,2022-04-29 20:34:34,2022-04-01,1
User Interface and Functionality,positive,2022-04-29 20:34:34,2022-04-01,1
Privacy and Security,positive,2022-04-29 20:34:34,2022-04-01,1
Privacy and Security,negative,2022-04-28 20:13:02,2022-04-01,1
Account Management,negative,2022-04-28 20:13:02,2022-04-01,1
Account Management,negative,2022-04-28 20:13:02,2022-04-01,1
Account Management,negative,2022-04-29 12:53:04,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-29 12:53:04,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-21 13:14:37,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-30 21:41:27,2022-04-01,1
Account Management,negative,2022-04-30 21:41:27,2022-04-01,1
App Updates and Changes,positive,2022-04-30 21:41:27,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-28 14:36:53,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-28 17:39:17,2022-04-01,1
Algorithm and Content Curation,neutral,2022-04-28 17:39:17,2022-04-01,1
Social Networking and Engagement,positive,2022-04-28 17:39:17,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-25 18:22:39,2022-04-01,1
Platform Policies and Guidelines,negative,2022-04-22 15:18:50,2022-04-01,1
Freedom of Speech and Expression,negative,2022-04-22 15:18:50,2022-04-01,1
Advertising and Monetization,negative,2022-04-06 00:38:57,2022-04-01,1
Notifications and Alerts,negative,2022-04-06 00:38:57,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-18 14:58:37,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-30 12:44:39,2022-04-01,1
Account Management,negative,2022-04-28 15:19:16,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-28 15:19:16,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-23 17:05:14,2022-04-01,1
Misinformation and Fake Accounts,negative,2022-04-23 17:05:14,2022-04-01,1
User Interface and Functionality,negative,2022-04-23 17:05:14,2022-04-01,1
User Interface and Functionality,positive,2022-04-30 07:33:22,2022-04-01,1
App Updates and Changes,positive,2022-04-30 07:33:22,2022-04-01,1
Algorithm and Content Curation,negative,2022-04-19 13:20:32,2022-04-01,1
User Interface and Functionality,negative,2022-04-19 13:20:32,2022-04-01,1
